Actual price
214328.99999999988
29731.999999999975
75053.00000000003
93786.00000000004
10752.000000000004
120900.00000000004
9739.000000000004
169343.99999999985
457727.99999999977
48590.000000000044
105251.99999999999
39879.99999999998
319488.00000000006
39998.99999999999
31852.000000000004
39529.99999999997
67649.99999999994
33390.00000000002
11759.999999999993
15384.999999999995
62391.99999999996
55679.00000000004
264176.6399999999
36720.00000000002
25370.0
256531.99999999994
156999.00000000006
63869.000000000044
190453.0
56672.00000000004
33539.99999999999
51017.999999999956
59857.000000000015
43768.00000000002
35986.00000000003
114585.00000000003
115544.99999999999
74623.99999999997
66076.00000000004
337609.00000000006
120250.99999999993
61949.999999999956
87657.99999999994
49809.999999999985
311904.00000000006
87502.00000000006
132757.00000000006
54834.999999999956
44940.999999999985
38479.00000000002
57120.000000000015
69585.99999999997
335999.9999999999
376397.00000000023
92872.00000000003
208212.0000000001
48597.99999999999
88319.99999999994
65504.000000000015
22096.000000000015
36288.00000000001
75410.99999999997
219456.00000000012
44519.999999999985
89106.99999999996
39690.00000000004
100934.99999999996
46719.999999999985
74999.99999999996
56350.00000000004
88881.00000000007
41803.99999999997
140777.00000000006
49408.99999999996
79898.99999999999
73898.99999999996
107799.99999999991
179117.00000000006
48510.00000000002
93199.99999999994
63308.99999999997
25080.000000000015
213903.0
35562.00000000002
35595.00000000001
72000.00000000004
57706.000000000044
190990.9999999999
88199.99999999997
51859.99999999997
28895.999999999985
52644.999999999985
58174.999999999985
59475.99999999996
103935.00000000006
57538.000000000044
102461.99999999991
50643.99999999998
38831.00000000001
120516.9999999999
99959.00000000007
175628.99999999985
132495.00000000006
166850.00000000003
85390.0
77909.99999999997
72302.00000000003
66440.00000000003
20009.999999999985
121018.99999999994
63516.999999999956
167716.99999999988
49632.00000000004
42108.000000000015
116130.0
45979.99999999998
45586.99999999997
33535.00000000002
65615.99999999996
76700.99999999994
69502.00000000001
83095.99999999999
49335.00000000001
319944.00000000023
64020.000000000044
95929.99999999994
22011.000000000004
29870.0
166206.9999999999
344499.0000000003
36455.99999999997
133816.00000000003
88961.00000000006
64800.000000000015
